Customer ID,Gender,Age,Contract,Internet Type,Payment Method,Churn,Customer Status,Churn Reason,Churn Score,Satisfaction Score,Total Revenue,Streaming Platforms,Latitude,Longitude,City,Country,,,
4464-JCOLN,Male,40,One Year,Other,Mailed Check,Yes,Churned,Attitude,68%,3,66.18,No Streaming,36.217864,-120.080117,Huron,United States,,,
5046-NUHWD,Female,69,One Year,Cable,Bank Withdrawal,No,Stayed,Other,50%,3,1228.65,Streaming Movies,33.998471,-117.973758,Hacienda Heights,United States,,,
2429-AYKKO,Male,52,Two Year,Other,Bank Withdrawal,No,Stayed,Other,22%,5,1681.06,No Streaming,40.677649,-122.29467,Redding,United States,,,
1591-MQJTP,Male,76,One Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,68%,4,4951.86,Streaming Movies,33.783047,-118.1486,Long Beach,United States,,,
3069-SSVSN,Female,50,One Year,DSL,Credit Card,No,Joined,Other,55%,3,25.85,No Streaming,37.394536,-120.890747,Hilmar,United States,,,
0244-LGNFY,Female,35,Two Year,DSL,Bank Withdrawal,No,Stayed,Other,75%,4,8893,All,37.99272,-122.575026,San Anselmo,United States,,,
7102-JJVTX,Female,31,One Year,DSL,Credit Card,No,Stayed,Other,46%,3,672.48,No Streaming,33.081478,-117.033814,Escondido,United States,,,
3199-XGZCY,Female,51,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,74%,4,727.26,No Streaming,34.291273,-118.505104,Granada Hills,United States,,,
9705-IOVQQ,Male,80,One Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,20%,5,6223.24,All,33.97803,-118.217141,Huntington Park,United States,,,
8993-IZEUX,Male,54,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,20%,3,636.49,No Streaming,41.171578,-120.913161,Adin,United States,,,
6614-YWYSC,Male,68,Two Year,Other,Bank Withdrawal,No,Stayed,Other,78%,3,2669.29,No Streaming,36.545353,-119.338535,Sultana,United States,,,
2207-QPJED,Female,66,Two Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,62%,4,3948.95,Streaming TV,41.444606,-123.471895,Somes Bar,United States,,,
7666-WKRON,Female,39,Two Year,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,85%,3,4155.1,No Streaming,37.734971,-120.954271,Riverbank,United States,,,
5054-IEXZT,Male,41,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,90%,3,118.17,No Streaming,32.825086,-117.199424,San Diego,United States,,,
1293-HHSHJ,Female,61,One Year,Other,Credit Card,No,Stayed,Other,79%,4,1558.72,No Streaming,34.2112,-118.230625,Montrose,United States,,,
6509-TSGWN,Female,42,Month-to-Month,Other,Credit Card,No,Stayed,Other,72%,4,2089.31,No Streaming,33.362575,-117.299644,Fallbrook,United States,,,
3292-PBZEJ,Male,75,Two Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,28%,3,1251.98,Movies + TV,41.528541,-122.955018,Greenview,United States,,,
8565-CLBZW,Male,23,Month-to-Month,Fiber Optic,Mailed Check,Yes,Churned,Competitor,95%,3,2836.33,Music + TV,32.825086,-117.199424,San Diego,United States,,,
0968-GSIKN,Female,23,Month-to-Month,Fiber Optic,Mailed Check,Yes,Churned,Competitor,73%,3,101.4,Streaming Music,33.849263,-116.382778,Thousand Palms,United States,,,
4656-CAURT,Male,57,Two Year,Other,Bank Withdrawal,No,Stayed,Other,31%,3,3247.66,No Streaming,40.184094,-123.745487,Phillipsville,United States,,,
3488-PGMQJ,Male,66,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,80%,2,620.79,No Streaming,32.827184,-116.703729,Alpine,United States,,,
5970-GHJAW,Male,40,Two Year,Other,Credit Card,No,Stayed,Other,75%,5,2063.92,No Streaming,33.643095,-117.810896,Irvine,United States,,,
8773-HHUOZ,Female,20,Month-to-Month,Cable,Credit Card,Yes,Churned,Competitor,74%,1,1782.45,All,34.078821,-118.177576,Los Angeles,United States,,,
4396-KLSEH,Male,26,Month-to-Month,Other,Bank Withdrawal,No,Stayed,Other,71%,5,90.52,No Streaming,35.16207,-119.194488,Bakersfield,United States,,,
3969-JQABI,Female,47,Month-to-Month,DSL,Credit Card,No,Stayed,Other,64%,3,6230.88,Streaming TV,37.45809,-122.115398,Palo Alto,United States,,,
4184-TJFAN,Female,68,Month-to-Month,Fiber Optic,Mailed Check,Yes,Churned,Attitude,68%,1,351.06,Streaming TV,37.897753,-122.279391,Berkeley,United States,,,
2792-VPPET,Male,28,Month-to-Month,Other,Bank Withdrawal,No,Joined,Other,35%,5,187.98,No Streaming,34.089927,-118.095645,San Gabriel,United States,,,
9174-IHETN,Female,45,Two Year,Fiber Optic,Credit Card,No,Stayed,Other,50%,3,5339.1,No Streaming,39.564113,-120.868836,Goodyears Bar,United States,,,
5981-ZVXOT,Female,72,One Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,50%,3,4101.7,All,32.89325,-117.087091,San Diego,United States,,,
6339-DKLMK,Female,27,Month-to-Month,DSL,Bank Withdrawal,No,Stayed,Other,49%,3,389.95,No Streaming,33.893823,-117.531446,Corona,United States,,,
8905-IAZPF,Female,32,One Year,Fiber Optic,Credit Card,No,Stayed,Other,45%,3,9978.23,All,33.458754,-117.665104,Capistrano Beach,United States,,,
9588-YRFHY,Male,19,Two Year,Other,Credit Card,No,Stayed,Other,71%,3,1329.34,No Streaming,32.847336,-116.997605,Santee,United States,,,
2923-ARZLG,Male,38,One Year,Other,Credit Card,No,Stayed,Other,69%,5,659.84,No Streaming,34.144703,-117.770299,La Verne,United States,,,
5602-BVFMK,Female,58,One Year,Other,Credit Card,No,Stayed,Other,77%,5,730.11,No Streaming,36.869584,-118.189241,Independence,United States,,,
3668-QPYBK,Male,37,Month-to-Month,DSL,Credit Card,Yes,Churned,Competitor,86%,1,129.09,No Streaming,33.964131,-118.272783,Los Angeles,United States,,,
7641-TQFHN,Male,21,Two Year,Fiber Optic,Credit Card,No,Stayed,Other,71%,3,4469.43,All,36.799648,-119.801247,Fresno,United States,,,
1814-WFGVS,Male,53,Two Year,DSL,Mailed Check,No,Stayed,Other,47%,3,3492.56,Streaming TV,39.495768,-121.747472,Richvale,United States,,,
3239-TPHPZ,Female,60,Two Year,Other,Bank Withdrawal,No,Stayed,Other,74%,4,748.63,No Streaming,32.636792,-117.054989,Chula Vista,United States,,,
6300-BWMJX,Female,45,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,44%,3,6576.45,Streaming TV,34.43987,-118.644609,Valencia,United States,,,
3902-FOIGH,Male,66,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,68%,1,1800.55,Movies + TV,40.012675,-120.101857,Doyle,United States,,,
7596-LDUXP,Female,61,One Year,Fiber Optic,Credit Card,No,Stayed,Other,52%,4,1170.69,Streaming TV,38.027218,-122.23463,Rodeo,United States,,,
7839-QRKXN,Female,62,Month-to-Month,Other,Credit Card,Yes,Churned,Price,69%,1,68.45,No Streaming,34.153338,-118.262974,Glendale,United States,,,
0575-CUQOV,Male,76,One Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,29%,4,6890,Movies + TV,37.394536,-120.890747,Hilmar,United States,,,
6762-QVYJO,Female,25,Two Year,DSL,Credit Card,No,Stayed,Other,21%,3,3624.35,All,34.501452,-118.207862,Acton,United States,,,
5515-RUGKN,Male,63,Month-to-Month,DSL,Credit Card,No,Stayed,Other,53%,5,682.29,Movies + Music,34.063947,-118.383001,Beverly Hills,United States,,,
1563-IWQEX,Female,43,Month-to-Month,Other,Credit Card,No,Stayed,Other,71%,3,444.87,No Streaming,32.64164,-116.985026,Chula Vista,United States,,,
2619-WFQWU,Female,34,Month-to-Month,Fiber Optic,Mailed Check,Yes,Churned,Competitor,96%,3,72.39,No Streaming,33.60693,-117.644253,Mission Viejo,United States,,,
5914-DVBWJ,Female,80,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,91%,1,1548.33,No Streaming,33.885499,-117.324959,Riverside,United States,,,
5404-GGUKR,Male,39,Month-to-Month,DSL,Bank Withdrawal,No,Stayed,Other,28%,5,348.1,No Streaming,34.630356,-120.032564,Santa Ynez,United States,,,
9940-RHLFB,Female,53,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,66%,1,101.36,No Streaming,33.719221,-118.073596,Sunset Beach,United States,,,
9514-JDSKI,Male,77,Month-to-Month,DSL,Bank Withdrawal,Yes,Churned,Dissatisfaction,65%,2,40.2,Streaming TV,34.074492,-118.01462,El Monte,United States,,,
8129-GMVGI,Female,58,Two Year,Other,Credit Card,No,Stayed,Other,59%,4,3071.38,No Streaming,37.624436,-122.430661,San Bruno,United States,,,
3724-UCSHY,Male,48,Month-to-Month,Other,Credit Card,No,Stayed,Other,25%,3,342.14,No Streaming,36.636638,-119.421842,Reedley,United States,,,
8800-JOOCF,Female,56,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,77%,4,1180.75,Streaming TV,33.362575,-117.299644,Fallbrook,United States,,,
6680-WKXRZ,Female,32,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Other,90%,3,287.26,No Streaming,37.980057,-121.801599,Antioch,United States,,,
9695-IDRZR,Female,26,Two Year,Fiber Optic,Credit Card,No,Stayed,Other,46%,4,4880.88,All,40.160386,-120.835428,Greenville,United States,,,
2933-XEUJM,Female,56,Two Year,DSL,Mailed Check,No,Stayed,Other,63%,4,5747.98,All,37.4695,-120.672724,Ballico,United States,,,
2905-KFQUV,Female,61,Month-to-Month,Fiber Optic,Credit Card,No,Joined,Other,39%,3,169.78,No Streaming,37.515556,-122.502311,Moss Beach,United States,,,
4544-RXFMG,Male,48,One Year,DSL,Credit Card,No,Stayed,Other,50%,3,399.74,No Streaming,39.423046,-120.984472,North San Juan,United States,,,
6728-CZFEI,Female,28,One Year,DSL,Credit Card,No,Stayed,Other,25%,4,995.07,Streaming TV,38.567594,-121.437507,Sacramento,United States,,,
4322-RCYMT,Male,63,One Year,DSL,Bank Withdrawal,Yes,Churned,Competitor,81%,3,7368.19,Movies + Music,32.85723,-117.209774,San Diego,United States,,,
2661-GKBTK,Male,39,Two Year,DSL,Bank Withdrawal,No,Stayed,Other,52%,4,6175.95,All,40.737431,-124.108897,Eureka,United States,,,
7235-NXZCP,Male,79,Month-to-Month,Fiber Optic,Mailed Check,Yes,Churned,Competitor,84%,2,247.22,No Streaming,41.962127,-122.527696,Hornbrook,United States,,,
1215-EXRMO,Male,32,Two Year,Other,Credit Card,No,Stayed,Other,78%,3,3413.15,No Streaming,40.913192,-123.06597,Junction City,United States,,,
8919-FYFQZ,Male,73,Month-to-Month,Cable,Bank Withdrawal,Yes,Churned,Competitor,96%,1,1359.7,No Streaming,37.571748,-121.659562,Livermore,United States,,,
7080-TNUWP,Male,48,One Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,65%,4,8782,Streaming TV,38.982373,-122.047751,Arbuckle,United States,,,
4902-OHLSK,Female,76,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Attitude,93%,1,3471.17,Movies + TV,37.45567,-122.407992,Half Moon Bay,United States,,,
3764-MNMOI,Male,49,Two Year,Other,Credit Card,No,Stayed,Other,54%,4,2333.69,No Streaming,32.677097,-116.304991,Boulevard,United States,,,
5561-NWEVX,Female,78,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Price,67%,3,208.31,No Streaming,33.86532,-118.396336,Hermosa Beach,United States,,,
3893-JRNFS,Male,19,Month-to-Month,DSL,Bank Withdrawal,No,Stayed,Other,69%,4,2796.35,Movies + Music,34.536232,-118.082935,Palmdale,United States,,,
9112-WSNPU,Female,65,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,45%,4,3010.85,No Streaming,36.362741,-121.869685,Monterey,United States,,,
6878-GGDWG,Female,57,Month-to-Month,Other,Bank Withdrawal,No,Stayed,Other,31%,4,1036.35,No Streaming,32.72523,-117.171346,San Diego,United States,,,
4976-LNFVV,Male,65,Month-to-Month,DSL,Credit Card,No,Stayed,Other,20%,5,577.15,No Streaming,37.680844,-122.48131,Daly City,United States,,,
1177-XZBJL,Male,35,One Year,DSL,Bank Withdrawal,No,Stayed,Other,45%,3,5482.76,No Streaming,39.435756,-121.552071,Palermo,United States,,,
9675-ICXCT,Male,23,Two Year,Cable,Bank Withdrawal,No,Stayed,Other,75%,5,8253.59,All,32.832706,-116.873258,El Cajon,United States,,,
4877-EVATK,Male,30,Month-to-Month,Other,Mailed Check,Yes,Churned,Attitude,83%,2,66.77,No Streaming,39.108252,-123.645121,Elk,United States,,,
3043-SUDUA,Female,35,Month-to-Month,Other,Bank Withdrawal,No,Stayed,Other,29%,3,1098.51,No Streaming,38.592745,-121.540036,West Sacramento,United States,,,
6933-VLYFX,Male,64,One Year,Cable,Bank Withdrawal,No,Stayed,Other,37%,3,1848.8,All,37.509366,-122.306132,Belmont,United States,,,
0374-AACSZ,Female,63,Month-to-Month,DSL,Bank Withdrawal,No,Joined,Other,30%,3,138.48,No Streaming,34.727529,-118.153098,Lancaster,United States,,,
8623-TMRBY,Male,80,Month-to-Month,Cable,Bank Withdrawal,Yes,Churned,Competitor,74%,2,6368.63,No Streaming,32.605012,-116.97595,Chula Vista,United States,,,
1447-PJGGA,Female,39,Two Year,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,93%,1,6465,All,32.825086,-117.199424,San Diego,United States,,,
1731-TVIUK,Female,47,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,73%,2,391.76,Movies + Music,33.507255,-117.029473,Temecula,United States,,,
3158-MOERK,Female,57,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,83%,2,271.48,All,37.62984,-122.120843,Hayward,United States,,,
6432-TWQLB,Male,51,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,80%,3,567.18,No Streaming,34.065108,-118.082791,Rosemead,United States,,,
3284-SVCRO,Female,35,Two Year,Other,Credit Card,No,Stayed,Other,47%,3,3025.45,No Streaming,37.587494,-121.862856,Sunol,United States,,,
1335-MXCSE,Male,24,Two Year,DSL,Credit Card,No,Stayed,Other,42%,3,5683.45,No Streaming,35.924252,-116.188668,Shoshone,United States,,,
9065-ZCPQX,Male,24,Two Year,DSL,Bank Withdrawal,No,Stayed,Other,33%,3,8615.07,Movies + Music,33.806708,-117.02007,San Jacinto,United States,,,
7989-VCQOH,Male,29,Month-to-Month,DSL,Bank Withdrawal,No,Stayed,Other,43%,3,1796.37,All,36.991762,-119.242874,Auberry,United States,,,
2190-BCXEC,Female,61,Month-to-Month,Fiber Optic,Credit Card,No,Stayed,Other,45%,4,4725.65,No Streaming,36.27688,-117.033326,Death Valley,United States,,,
1400-WIVLL,Male,31,Two Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,24%,3,6926.31,All,37.785033,-120.776141,Oakdale,United States,,,
2650-GYRYL,Male,25,One Year,Other,Bank Withdrawal,No,Stayed,Other,66%,5,793.63,No Streaming,36.727418,-120.123526,Kerman,United States,,,
9844-FELAJ,Female,65,One Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,53%,3,8153.85,All,38.619049,-121.517552,Sacramento,United States,,,
4310-KEDTB,Female,24,Month-to-Month,DSL,Credit Card,No,Stayed,Other,27%,3,776.22,No Streaming,39.075694,-121.70606,Yuba City,United States,,,
2371-JUNGC,Male,46,Month-to-Month,Other,Credit Card,No,Stayed,Other,33%,4,522.82,No Streaming,37.306612,-122.080621,Cupertino,United States,,,
7274-RTAPZ,Male,20,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,89%,1,97.7,All,33.783047,-118.1486,Long Beach,United States,,,
6624-JDRDS,Female,22,Month-to-Month,Cable,Bank Withdrawal,No,Stayed,Other,42%,3,161.45,No Streaming,37.045728,-120.630682,Dos Palos,United States,,,
9432-VOFYX,Male,26,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,56%,5,1816.96,No Streaming,35.772244,-119.209689,Delano,United States,,,
9281-PKKZE,Female,47,Month-to-Month,DSL,Bank Withdrawal,No,Stayed,Other,47%,3,2007.85,All,34.174493,-117.87068,Azusa,United States,,,
7649-PHJVR,Male,22,One Year,Other,Mailed Check,No,Stayed,Other,28%,4,595.08,No Streaming,35.634222,-120.728341,Paso Robles,United States,,,
4598-ZADCK,Female,34,One Year,DSL,Bank Withdrawal,No,Stayed,Other,28%,3,2879.2,Streaming TV,38.93706,-123.118111,Hopland,United States,,,
7537-CBQUZ,Male,68,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,24%,3,8676.38,All,36.784481,-121.759054,Castroville,United States,,,
6633-SYEUS,Female,23,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,28%,3,2467.59,No Streaming,33.017518,-117.118456,San Diego,United States,,,
8805-JNRAZ,Female,44,Month-to-Month,Cable,Credit Card,No,Joined,Other,75%,5,162.26,No Streaming,33.666301,-117.969501,Huntington Beach,United States,,,
0620-DLSLK,Female,47,Month-to-Month,Fiber Optic,Credit Card,No,Stayed,Other,71%,3,1473.24,Streaming TV,34.167465,-118.165327,Pasadena,United States,,,
2026-TGDHM,Female,54,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,69%,1,667.62,Movies + Music,38.801936,-122.938935,Cloverdale,United States,,,
7660-HDPJV,Female,51,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,81%,2,79.28,No Streaming,33.819814,-118.222416,Long Beach,United States,,,
4826-DXMUP,Male,23,One Year,DSL,Credit Card,No,Stayed,Other,45%,4,2849,All,37.388349,-122.075299,Mountain View,United States,,,
4255-DDUOU,Female,47,Month-to-Month,Other,Mailed Check,Yes,Churned,Price,76%,1,55.07,No Streaming,34.866032,-120.536546,Casmalia,United States,,,
0778-NELLA,Male,43,Month-to-Month,DSL,Credit Card,Yes,Churned,Competitor,95%,1,296.1,Streaming TV,33.830209,-117.906099,Anaheim,United States,,,
9677-AVKED,Female,55,One Year,Cable,Bank Withdrawal,No,Stayed,Other,60%,5,5220.37,All,34.144703,-117.770299,La Verne,United States,,,
4078-SAYYN,Female,45,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Price,65%,2,1664.79,All,34.177267,-118.31003,Burbank,United States,,,
7817-OMJNA,Male,23,One Year,Other,Bank Withdrawal,No,Stayed,Other,50%,5,785.58,No Streaming,37.550074,-118.837167,Mammoth Lakes,United States,,,
0682-USIXD,Female,40,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,23%,3,2129.91,Streaming TV,33.992416,-117.807874,Diamond Bar,United States,,,
9835-ZIITK,Male,66,One Year,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,74%,1,10717.17,Movies + TV,37.279689,-121.954567,Campbell,United States,,,
0264-CNITK,Female,45,Two Year,Other,Bank Withdrawal,No,Stayed,Other,23%,3,3592.73,No Streaming,39.745805,-120.580882,Clio,United States,,,
4654-ULTTN,Male,34,Two Year,DSL,Credit Card,No,Stayed,Other,60%,3,5895.4,Movies + Music,34.408161,-118.865111,Fillmore,United States,,,
3506-LCJDC,Male,52,Month-to-Month,Other,Bank Withdrawal,Yes,Churned,Price,76%,1,27.98,No Streaming,37.612612,-121.108568,Modesto,United States,,,
1660-HSOOQ,Male,60,Month-to-Month,DSL,Credit Card,Yes,Churned,Dissatisfaction,90%,3,93.83,No Streaming,34.037342,-119.80079,Santa Barbara,United States,,,
3765-JXVKY,Female,23,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,75%,1,118.81,Streaming Music,40.343213,-121.815412,Paynes Creek,United States,,,
2129-ALKBS,Female,49,Month-to-Month,Other,Bank Withdrawal,No,Stayed,Other,37%,3,3046.3,No Streaming,34.711224,-114.702256,Needles,United States,,,
8630-QSGXK,Male,39,Two Year,DSL,Bank Withdrawal,No,Stayed,Other,59%,3,4410.74,All,34.459322,-117.629729,Pinon Hills,United States,,,
6772-WFQRD,Male,58,One Year,Other,Bank Withdrawal,No,Stayed,Other,59%,5,1878.75,No Streaming,41.121108,-122.336613,Castella,United States,,,
0247-SLUJI,Male,37,Month-to-Month,Other,Credit Card,No,Joined,Other,43%,5,53.98,No Streaming,34.145695,-117.95982,Duarte,United States,,,
8587-XYZSF,Male,60,Two Year,DSL,Bank Withdrawal,No,Stayed,Other,63%,5,5442.96,No Streaming,33.887676,-118.127289,Bellflower,United States,,,
2560-QTSBS,Female,26,One Year,Other,Bank Withdrawal,No,Stayed,Other,30%,5,2929.23,No Streaming,34.042286,-117.756106,Pomona,United States,,,
9300-AGZNL,Male,76,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,67%,1,115.85,Movies + TV,39.53222,-122.594879,Elk Creek,United States,,,
3744-ZRRDZ,Male,25,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,90%,1,2120.81,Streaming Music,33.833699,-118.314387,Torrance,United States,,,
7611-YKYTC,Male,50,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,48%,3,2427.99,No Streaming,38.183918,-120.898817,Burson,United States,,,
4016-BJKTZ,Female,20,Two Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,80%,4,3617.3,All,37.270938,-121.851046,San Jose,United States,,,
9081-WWXKP,Female,64,Two Year,Other,Credit Card,No,Stayed,Other,38%,5,2628.85,No Streaming,36.414216,-121.360597,Soledad,United States,,,
3721-CNEYS,Female,45,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,94%,1,168.61,No Streaming,40.586588,-122.903677,Douglas City,United States,,,
5995-SNNEW,Male,80,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,37%,5,3284.68,All,33.960891,-118.032222,Whittier,United States,,,
6082-GLJIX,Male,50,Month-to-Month,Other,Credit Card,No,Stayed,Other,22%,5,895.29,No Streaming,32.811001,-115.152865,Holtville,United States,,,
6815-ABQFQ,Male,53,One Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,70%,3,6841.38,All,33.782346,-117.635263,Silverado,United States,,,
6145-NNPNO,Female,45,Month-to-Month,Cable,Bank Withdrawal,No,Joined,Other,64%,4,53.97,No Streaming,38.526941,-122.709096,Santa Rosa,United States,,,
8035-PWSEV,Female,60,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,76%,3,702.33,Movies + Music,37.656695,-122.048361,Hayward,United States,,,
0817-HSUSE,Male,26,Month-to-Month,Cable,Bank Withdrawal,No,Joined,Other,43%,5,81.13,All,34.196837,-118.142236,Altadena,United States,,,
6407-UTSLV,Female,76,Two Year,Fiber Optic,Bank Withdrawal,No,Joined,Other,53%,3,229.66,Streaming TV,33.912246,-118.236773,Compton,United States,,,
9506-UXUSK,Male,53,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,30%,5,1590.96,No Streaming,37.350284,-121.852855,San Jose,United States,,,
9565-AXSMR,Male,19,Two Year,Other,Credit Card,No,Stayed,Other,78%,5,3174.27,No Streaming,36.248708,-121.386617,Greenfield,United States,,,
0136-IFMYD,Male,71,Two Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,63%,5,8904.54,Movies + TV,33.973616,-118.24902,Los Angeles,United States,,,
1264-BYWMS,Male,40,Month-to-Month,Fiber Optic,Bank Withdrawal,Yes,Churned,Competitor,82%,1,7889.85,All,37.666587,-120.411517,La Grange,United States,,,
1750-CSKKM,Male,40,Month-to-Month,DSL,Bank Withdrawal,Yes,Churned,Competitor,70%,1,818.93,Streaming TV,32.579134,-117.119009,Imperial Beach,United States,,,
2522-AHJXR,Male,36,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,77%,4,6848.25,All,36.27688,-117.033326,Death Valley,United States,,,
8207-VVMYB,Female,44,Two Year,Other,Bank Withdrawal,No,Stayed,Other,76%,4,2997.45,No Streaming,37.881842,-121.848111,Clayton,United States,,,
0206-OYVOC,Female,52,Two Year,Other,Credit Card,No,Stayed,Other,77%,5,1983.38,No Streaming,33.721917,-118.043237,Huntington Beach,United States,,,
7850-VWJUU,Female,37,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,29%,4,2331.42,No Streaming,33.841027,-118.078097,Lakewood,United States,,,
1226-JZNKR,Female,20,One Year,Other,Bank Withdrawal,No,Stayed,Other,51%,4,387.01,No Streaming,34.630356,-120.032564,Santa Ynez,United States,,,
9369-XFEHK,Female,76,Month-to-Month,Cable,Bank Withdrawal,Yes,Churned,Competitor,72%,2,3751.77,No Streaming,37.633361,-121.862395,Pleasanton,United States,,,
3091-FYHKI,Male,64,Month-to-Month,DSL,Bank Withdrawal,Yes,Churned,Dissatisfaction,80%,3,35.45,Movies + Music,33.798266,-118.300237,Harbor City,United States,,,
1635-HDGFT,Female,29,Two Year,Other,Credit Card,No,Stayed,Other,69%,4,1048.03,No Streaming,40.426679,-121.850421,Manton,United States,,,
8406-LNMHF,Male,75,One Year,Fiber Optic,Credit Card,No,Stayed,Other,61%,4,5151.54,No Streaming,33.507255,-117.029473,Temecula,United States,,,
8221-HVAYI,Male,60,Two Year,Cable,Credit Card,No,Stayed,Other,61%,3,2667.25,No Streaming,37.147198,-121.120161,Gustine,United States,,,
1299-AURJA,Female,43,Two Year,Other,Bank Withdrawal,No,Stayed,Other,59%,4,3809,No Streaming,38.107441,-120.230625,Twain Harte,United States,,,
4806-DXQCE,Female,77,Two Year,Fiber Optic,Bank Withdrawal,No,Stayed,Other,46%,4,10167.59,Movies + TV,34.026334,-118.474222,Santa Monica,United States,,,
1625-JAIIY,Female,42,One Year,Fiber Optic,Bank Withdrawal,Yes,Churned,Dissatisfaction,86%,1,8694.12,Streaming TV,33.807882,-118.347957,Torrance,United States,,,
2724-FJDYW,Male,31,One Year,DSL,Bank Withdrawal,No,Stayed,Other,72%,4,2191.7,All,38.099323,-122.945723,Inverness,United States,,,
5693-PIPCS,Male,29,Two Year,Fiber Optic,Credit Card,No,Stayed,Other,66%,5,5107.59,All,32.67102,-117.095235,National City,United States,,,
8590-YFFQO,Male,24,Two Year,DSL,Credit Card,No,Stayed,Other,78%,3,4594.46,No Streaming,37.161544,-121.649371,Morgan Hill,United States,,,
4986-MXSFP,Female,40,Month-to-Month,Other,Mailed Check,No,Joined,Other,39%,4,127.44,No Streaming,37.687264,-122.15728,San Leandro,United States,,,
0567-XRHCU,Female,19,Two Year,DSL,Credit Card,No,Stayed,Other,73%,3,2960.1,Movies + Music,34.091829,-118.491244,Los Angeles,United States,,,
6522-OIQSX,Female,60,Two Year,Cable,Credit Card,No,Stayed,Other,23%,4,3772.5,All,39.218096,-120.79153,Alta,United States,,,
0268-QKIWO,Female,41,Month-to-Month,Other,Bank Withdrawal,Yes,Churned,Attitude,83%,3,132.74,No Streaming,38.803731,-121.043799,Pilot Hill,United States,,,
3088-FVYWK,Male,37,Two Year,Other,Credit Card,No,Stayed,Other,46%,3,3064.16,No Streaming,35.38381,-119.730885,Mc Kittrick,United States,,,
5482-PLVPE,Female,79,Month-to-Month,DSL,Bank Withdrawal,Yes,Churned,Competitor,72%,1,41.85,No Streaming,37.691561,-122.445202,Daly City,United States,,,
2995-YWTCD,Female,20,Two Year,Other,Bank Withdrawal,No,Stayed,Other,79%,3,1067.72,No Streaming,39.292334,-121.320597,Browns Valley,United States,,,
0793-TWELN,Female,27,Month-to-Month,Fiber Optic,Bank Withdrawal,No,Stayed,Other,62%,3,345.85,No Streaming,34.078991,-118.263804,Los Angeles,United States,,,
